node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_36,level_0_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,7,"['343', '344']","['0', '0']",0,0,0,0,0
0_40,level_1_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,10,"['349', '350']","['0', '0']",0,0,0,0,0
0_45,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,14,['357'],"['0', '1']",0,0,0,0,0
0_46,tmp1,0,19,tmp1_fu_538_p5,not_exist,not_exist,128,partset,0.00,16,"['359', '360', '362', '364', '366']","['1', '0']",0,0,0,0,0
0_47,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,17,"['367', '368', '1176']","['1', '0']",0,0,0,0,0
0_48,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,15,"['370', '371']","['0', '0']",0,0,0,0,0
0_51,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,19,"['373', '1185']","['2', '0']",0,0,0,0,0
0_53,icmp_ln21,0,21,icmp_ln21_fu_558_p2,icmp,Cmp,1,icmp,0.87,21,"['375', '377']","['2', '0']",9,0,0,0,0
0_58,conv20,0,21,conv20_fu_564_p2,not_exist,not_exist,4,or,0.00,23,"['381', '383']","['2', '0']",4,0,0,0,0
0_68,n_2,0,24,n_2_fu_588_p2,add,Adder,9,add,1.35,32,"['400', '402']","['3', '0']",16,0,0,0,0
0_66,icmp_ln24,0,24,icmp_ln24_fu_582_p2,icmp,Cmp,1,icmp,0.90,31,"['397', '399']","['3', '0']",11,0,0,0,0
0_72,tmp_3,0,25,tmp_3_reg_1381,not_exist,not_exist,1,bitselect,0.00,43,"['407', '408', '409']","['4', '0']",0,1,0,0,0
0_75,level_0_load,0,25,not_exist,ram,RAM,8,load,2.26,36,['414'],"['3', '1']",0,0,0,0,0
0_77,level_1_load,0,25,not_exist,ram,RAM,8,load,2.26,38,['418'],"['3', '1']",0,0,0,0,0
0_78,tmp_1,0,25,mux_21_8_1_1_U3,mux,Multiplexer,8,mux,0.84,44,"['420', '421', '422', '423']","['4', '0']",9,0,0,0,0
0_79,icmp_ln25,0,25,icmp_ln25_fu_640_p2,icmp,Cmp,1,icmp,0.86,45,"['424', '425']","['4', '0']",11,0,0,0,0
0_86,nodes_0_load,0,26,not_exist,ram,RAM,256,load,2.26,50,['444'],"['4', '1']",0,0,0,0,0
0_88,lshr_ln26,0,26,lshr_ln26_fu_672_p2,lshr,Shifter,256,lshr,2.38,55,"['446', '447']","['5', '0']",950,0,0,0,0
0_91,nodes_1_load,0,26,not_exist,ram,RAM,256,load,2.26,52,['452'],"['4', '1']",0,0,0,0,0
0_93,lshr_ln26_1,0,26,lshr_ln26_1_fu_686_p2,lshr,Shifter,256,lshr,2.38,58,"['454', '455']","['5', '0']",950,0,0,0,0
0_95,tmp_begin,0,26,mux_21_64_1_1_U4,mux,Multiplexer,64,mux,0.84,60,"['458', '459', '460', '461']","['5', '0']",9,0,0,0,0
0_98,tmp_end,0,27,mux_21_64_1_1_U5,mux,Multiplexer,64,mux,0.84,63,"['473', '474', '475', '476']","['5', '0']",9,0,0,0,0
0_99,icmp_ln28,0,28,icmp_ln28_fu_734_p2,icmp,Cmp,1,icmp,1.40,64,"['477', '478']","['6', '0']",29,0,0,0,0
0_142,e_3,0,28,e_3_fu_821_p2,add,Adder,64,add,1.81,98,"['562', '563']","['9', '0']",71,0,0,0,0
0_106,icmp_ln28_1,0,28,icmp_ln28_1_fu_738_p2,icmp,Cmp,1,icmp,1.40,69,"['491', '492']","['7', '0']",29,0,0,0,0
0_114,edges_0_load,0,29,not_exist,ram,RAM,64,load,2.26,74,['507'],"['7', '1']",0,0,0,0,0
0_116,edges_1_load,0,29,not_exist,ram,RAM,64,load,2.26,76,['511'],"['7', '1']",0,0,0,0,0
0_117,tmp_dst,0,29,mux_253_64_1_1_U6,mux,Multiplexer,64,mux,0.84,79,"['513', '514', '515', '516']","['8', '0']",9,0,0,0,0
