node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_462,empty,2,0,not_exist,not_exist,3,0,0
0_467,empty,2,0,not_exist,not_exist,32,0,7
0_472,empty,2,0,not_exist,not_exist,32,0,1
0_474,empty,2,0,not_exist,not_exist,32,0,6
0_481,empty,2,0,not_exist,not_exist,64,0,0
0_486,empty,2,0,not_exist,not_exist,16,0,255
0_490,empty,2,0,not_exist,not_exist,16,0,65535
0_515,empty,2,0,not_exist,not_exist,64,0,1
0_518,empty,2,0,not_exist,not_exist,4,0,0
0_525,empty,2,0,not_exist,not_exist,4,0,10
0_531,empty,2,0,not_exist,not_exist,4,0,1
0_539,empty,2,0,not_exist,not_exist,9,0,0
0_547,empty,2,0,not_exist,not_exist,32,0,8
0_584,empty,2,0,not_exist,not_exist,7,0,0
0_597,empty,2,0,not_exist,not_exist,32,0,64
0_599,empty,2,0,not_exist,not_exist,32,0,127
0_624,empty,2,0,not_exist,not_exist,6,0,0
0_630,empty,2,0,not_exist,not_exist,32,0,11
0_644,empty,2,0,not_exist,not_exist,32,0,63
0_678,empty,2,0,not_exist,not_exist,8,0,127
0_737,empty,2,0,not_exist,not_exist,32,0,15
0_770,empty,2,0,not_exist,not_exist,4,0,2
0_971,empty,2,0,not_exist,not_exist,7,0,8
0_976,empty,2,0,not_exist,not_exist,32,0,3
0_1130,empty,2,0,not_exist,not_exist,9,0,2
