node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_6,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['177'],"['0', '0']",0,0,0,0,0
0_18,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['179', '180']","['0', '0']",0,0,0,0,0
0_19,trunc_ln18,0,18,trunc_ln18_fu_333_p1,not_exist,not_exist,1,trunc,0.00,10,['181'],"['1', '0']",0,0,0,0,0
0_20,shl_ln,0,18,shl_ln_fu_336_p3,not_exist,not_exist,4,bitconcatenate,0.00,11,"['183', '184', '186']","['1', '0']",0,0,0,0,0
0_21,lshr_ln,0,18,lshr_ln_fu_313_p4,not_exist,not_exist,7,partselect,0.00,3,"['188', '189', '190', '192']","['0', '0']",0,0,0,0,0
0_22,zext_ln18,0,18,zext_ln18_fu_323_p1,not_exist,not_exist,64,zext,0.00,4,['193'],"['0', '0']",0,0,0,0,0
0_23,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,5,"['194', '196', '197']","['0', '0']",0,0,0,0,0
0_24,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['198'],"['0', '1']",0,0,0,0,0
0_25,zext_ln18_1,0,18,zext_ln18_1_fu_344_p1,not_exist,not_exist,16,zext,0.00,12,['199'],"['1', '0']",0,0,0,0,0
0_26,shl_ln18,0,18,shl_ln18_fu_348_p2,shl,Shifter,16,shl,0.00,13,"['201', '202']","['1', '0']",35,0,0,0,0
0_27,xor_ln18,0,18,xor_ln18_fu_354_p2,xor,LogicGate,16,xor,0.00,14,"['203', '205']","['1', '0']",16,0,0,0,0
0_28,and_ln18,0,18,and_ln18_fu_360_p2,and,LogicGate,16,and,1.67,15,"['206', '207']","['1', '0']",16,0,0,0,0
0_29,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,16,"['208', '209', '642']","['1', '0']",0,0,0,0,0
0_30,level_counts_addr,0,19,not_exist,not_exist,not_exist,3,getelementptr,0.00,7,"['210', '211', '212']","['0', '0']",0,0,0,0,0
0_31,level_counts_load,0,19,not_exist,ram,RAM,128,load,1.20,8,['213'],"['0', '1']",0,0,0,0,0
0_32,tmp_s,0,19,tmp_s_fu_367_p5,not_exist,not_exist,128,partset,0.00,17,"['215', '216', '218', '220', '222']","['1', '0']",0,0,0,0,0
0_33,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,18,"['223', '224', '641']","['1', '0']",0,0,0,0,0
0_34,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,9,"['225', '226']","['0', '0']",0,0,0,0,0
0_35,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,19,['227'],"['1', '0']",0,0,0,0,0
