node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_345,empty,2,0,not_exist,not_exist,32,0,1
0_351,empty,2,0,not_exist,not_exist,64,0,0
0_354,empty,2,0,not_exist,not_exist,8,0,0
0_364,empty,2,0,not_exist,not_exist,64,0,1
0_366,empty,2,0,not_exist,not_exist,32,0,0
0_368,empty,2,0,not_exist,not_exist,32,0,63
0_372,empty,2,0,not_exist,not_exist,4,0,0
0_379,empty,2,0,not_exist,not_exist,4,0,10
0_385,empty,2,0,not_exist,not_exist,4,0,1
0_393,empty,2,0,not_exist,not_exist,9,0,0
0_402,empty,2,0,not_exist,not_exist,32,0,8
0_420,empty,2,0,not_exist,not_exist,32,0,7
0_431,empty,2,0,not_exist,not_exist,32,0,64
0_433,empty,2,0,not_exist,not_exist,32,0,127
0_457,empty,2,0,not_exist,not_exist,32,0,11
0_468,empty,2,0,not_exist,not_exist,6,0,0
0_479,empty,2,0,not_exist,not_exist,8,0,127
0_505,empty,2,0,not_exist,not_exist,8,0,1
0_519,empty,2,0,not_exist,not_exist,9,0,26
0_522,empty,2,0,not_exist,not_exist,4,0,5
0_535,empty,2,0,not_exist,not_exist,32,0,2
0_546,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_550,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_588,empty,2,0,not_exist,not_exist,4,0,2
0_784,empty,2,0,not_exist,not_exist,32,0,128
0_786,empty,2,0,not_exist,not_exist,32,0,191
0_790,empty,2,0,not_exist,not_exist,32,0,192
0_792,empty,2,0,not_exist,not_exist,32,0,255
0_858,empty,2,0,not_exist,not_exist,9,0,2
