node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_7,horizon,0,0,not_exist,not_exist,not_exist,4,alloca,0.00,1,['341']
0_21,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['343', '344']"
0_22,trunc_ln18,0,18,trunc_ln18_fu_593_p1,not_exist,not_exist,1,trunc,0.00,10,['345']
0_23,shl_ln,0,18,shl_ln_fu_596_p3,not_exist,not_exist,4,bitconcatenate,0.00,11,"['347', '348', '350']"
0_24,lshr_ln,0,18,lshr_ln_fu_573_p4,not_exist,not_exist,7,partselect,0.00,3,"['352', '353', '354', '356']"
0_25,zext_ln18,0,18,zext_ln18_fu_583_p1,not_exist,not_exist,64,zext,0.00,4,['357']
0_26,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,5,"['358', '360', '361']"
0_27,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['362']
0_28,zext_ln18_1,0,18,zext_ln18_1_fu_604_p1,not_exist,not_exist,16,zext,0.00,12,['363']
0_29,shl_ln18,0,18,shl_ln18_fu_608_p2,shl,Shifter,16,shl,0.00,13,"['365', '366']"
0_30,xor_ln18,0,18,xor_ln18_fu_614_p2,xor,LogicGate,16,xor,0.00,14,"['367', '369']"
0_31,and_ln18,0,18,and_ln18_fu_620_p2,and,LogicGate,16,and,1.67,15,"['370', '371']"
0_32,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,16,"['372', '373', '1173']"
0_33,level_counts_addr,0,19,not_exist,not_exist,not_exist,4,getelementptr,0.00,7,"['374', '375', '376']"
0_34,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.14,8,"['378', '379']"
0_35,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,9,"['381', '382']"
0_36,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,17,['383']
0_38,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,18,"['384', '1178']"
0_39,zext_ln21,0,21,zext_ln21_fu_630_p1,not_exist,not_exist,8,zext,0.00,19,['385']
0_40,icmp_ln21,0,21,icmp_ln21_fu_634_p2,icmp,Cmp,1,icmp,0.87,20,"['386', '388']"
0_42,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,21,"['389', '390', '391']"
0_45,conv20,0,21,conv20_fu_640_p2,not_exist,not_exist,4,or,0.00,22,"['392', '394']"
0_46,zext_ln24,0,24,zext_ln24_fu_646_p1,not_exist,not_exist,8,zext,0.00,23,['395']
0_47,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,24,['396']
0_49,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,26,"['397', '398', '399', '400']"
0_50,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,27,"['402', '403', '404', '405']"
0_51,tmp,0,24,tmp_fu_650_p3,not_exist,not_exist,1,bitselect,0.00,28,"['407', '408', '410']"
0_53,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,29,"['411', '412', '413']"
0_56,lshr_ln1,0,25,lshr_ln1_fu_658_p4,not_exist,not_exist,7,partselect,0.00,30,"['415', '416', '417', '418']"
0_57,zext_ln25,0,25,zext_ln25_fu_668_p1,not_exist,not_exist,64,zext,0.00,31,['419']
0_58,trunc_ln,0,25,trunc_ln_reg_1447,not_exist,not_exist,6,partselect,0.00,42,"['421', '422', '423', '425']"
0_59,level_addr_1,0,25,not_exist,not_exist,not_exist,7,getelementptr,0.00,32,"['426', '427', '428']"
0_60,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,33,['429']
0_61,trunc_ln25,0,25,trunc_ln25_fu_705_p1,not_exist,not_exist,8,trunc,0.00,43,['430']
0_62,icmp_ln25,0,25,icmp_ln25_fu_709_p2,icmp,Cmp,1,icmp,0.86,44,"['431', '432']"
0_63,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,45,"['433', '434', '435']"
0_65,tmp_1,0,26,grp_fu_537_p3,not_exist,not_exist,1,bitselect,0.00,49,"['436', '437', '438']"
0_66,and_ln,0,26,and_ln_fu_719_p3,not_exist,not_exist,8,bitconcatenate,0.00,50,"['440', '441', '443']"
0_67,zext_ln26,0,26,zext_ln26_fu_714_p1,not_exist,not_exist,64,zext,0.00,46,['444']
0_68,nodes_0_addr,0,26,not_exist,not_exist,not_exist,6,getelementptr,0.00,47,"['445', '446', '447']"
0_69,nodes_0_load,0,26,not_exist,ram,RAM,256,load,2.26,48,['448']
0_70,zext_ln26_1,0,26,zext_ln26_1_fu_727_p1,not_exist,not_exist,256,zext,0.00,51,['449']
0_71,lshr_ln26,0,26,lshr_ln26_fu_731_p2,lshr,Shifter,256,lshr,2.38,52,"['450', '451']"
0_72,tmp_begin,0,26,tmp_begin_fu_737_p1,not_exist,not_exist,64,trunc,0.00,53,['452']
0_73,tmp_end,0,27,tmp_end_reg_1466,not_exist,not_exist,64,partselect,0.00,54,"['454', '455', '457', '459']"
0_74,icmp_ln28,0,28,icmp_ln28_fu_751_p2,icmp,Cmp,1,icmp,1.40,55,"['460', '461']"
0_75,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.84,56,"['462', '463', '464']"
0_77,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.84,57,['465']
0_79,cnt_4,0,0,not_exist,not_exist,not_exist,64,phi,0.00,58,"['466', '467', '468', '469']"
0_80,e_1,0,0,not_exist,not_exist,not_exist,64,phi,0.00,59,"['470', '471', '472', '473']"
0_81,icmp_ln28_1,0,28,icmp_ln28_1_fu_757_p2,icmp,Cmp,1,icmp,1.40,60,"['474', '475']"
